departamento,provincia,distrito,ubigeo,pct_nulos,votos_nulos,votos_emitidos,lider,votos_lider
ÁNCASH,BOLOGNESI,TICLLOS,020320,8.05,24,298,KEIKO SOFIA FUJIMORI HIGUCHI,49
CUSCO,ACOMAYO,MOSOC LLACTA,070207,8.05,74,919,RICARDO PABLO BELMONT CASSINELLI,210
HUÁNUCO,LAURICOCHA,BAÑOS,091002,8.03,83,1034,ROBERTO HELBERT SANCHEZ PALOMINO,376
ÁNCASH,HUARAZ,HUANCHAY,020105,8.02,77,960,ROBERTO HELBERT SANCHEZ PALOMINO,247
AYACUCHO,HUANTA,AYAHUANCO,050302,8.02,72,898,ROBERTO HELBERT SANCHEZ PALOMINO,389
HUANCAVELICA,HUANCAVELICA,MOYA,080113,8.02,49,611,ROBERTO HELBERT SANCHEZ PALOMINO,135
LORETO,ALTO AMAZONAS,BALSAPUERTO,150202,8.0,414,5173,ROBERTO HELBERT SANCHEZ PALOMINO,1939
PUNO,CHUCUITO,ZEPITA,200410,8.0,769,9614,ROBERTO HELBERT SANCHEZ PALOMINO,3234
AMÉRICA,BRASIL,FORTALEZA,920536,8.0,2,25,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,5
CUSCO,ESPINAR,CONDOROMA,070802,7.99,66,826,RICARDO PABLO BELMONT CASSINELLI,194
PUNO,CARABAYA,MACUSANI,200301,7.98,632,7919,ROBERTO HELBERT SANCHEZ PALOMINO,1382
PUNO,MOHO,CONIMA,201302,7.98,202,2532,ROBERTO HELBERT SANCHEZ PALOMINO,552
SAN MARTÍN,MARISCAL CÁCERES,PAJARILLO,210405,7.98,277,3471,KEIKO SOFIA FUJIMORI HIGUCHI,705
ÁNCASH,AIJA,LA MERCED,020206,7.97,117,1468,KEIKO SOFIA FUJIMORI HIGUCHI,254
AREQUIPA,CASTILLA,VIRACO,040514,7.97,53,665,ROBERTO HELBERT SANCHEZ PALOMINO,84
PIURA,MORROPÓN,CHALACO,190403,7.97,42,527,KEIKO SOFIA FUJIMORI HIGUCHI,104
SAN MARTÍN,TOCACHE,TOCACHE,210801,7.97,1440,18069,KEIKO SOFIA FUJIMORI HIGUCHI,2844
ÁNCASH,HUARMEY,COCHAPETI,021902,7.96,9,113,ROBERTO HELBERT SANCHEZ PALOMINO,31
AYACUCHO,HUANTA,PUTIS,050314,7.95,21,264,ROBERTO HELBERT SANCHEZ PALOMINO,70
LAMBAYEQUE,LAMBAYEQUE,MOTUPE,130307,7.95,1491,18764,KEIKO SOFIA FUJIMORI HIGUCHI,3937
PUNO,CARABAYA,CORANI,200305,7.95,169,2127,ROBERTO HELBERT SANCHEZ PALOMINO,650
ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN NICOLÁS,021703,7.93,104,1312,ROBERTO HELBERT SANCHEZ PALOMINO,575
ÁNCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMÁN BARRÓN,020908,7.93,46,580,ROBERTO HELBERT SANCHEZ PALOMINO,153
CUSCO,PAUCARTAMBO,CHALLABAMBA,071104,7.93,404,5093,ROBERTO HELBERT SANCHEZ PALOMINO,2207
CAJAMARCA,HUALGAYOC,HUALGAYOC,060703,7.91,655,8279,ROBERTO HELBERT SANCHEZ PALOMINO,3945
SAN MARTÍN,LAMAS,CAYNARACHI,210304,7.9,436,5522,KEIKO SOFIA FUJIMORI HIGUCHI,1373
PIURA,PIURA,LA UNIÓN,190106,7.88,1866,23666,KEIKO SOFIA FUJIMORI HIGUCHI,4630
PUNO,SANDIA,SANDIA,200801,7.88,513,6513,ROBERTO HELBERT SANCHEZ PALOMINO,1590
ÁNCASH,HUAYLAS,YURACMARCA,020709,7.87,100,1270,ROBERTO HELBERT SANCHEZ PALOMINO,274
JUNÍN,CONCEPCIÓN,ANDAMARCA,110203,7.86,117,1489,ROBERTO HELBERT SANCHEZ PALOMINO,452
CUSCO,CHUMBIVILCAS,LIVITACA,070705,7.85,551,7019,ROBERTO HELBERT SANCHEZ PALOMINO,1871
PASCO,OXAPAMPA,PUERTO BERMÚDEZ,180304,7.84,675,8614,KEIKO SOFIA FUJIMORI HIGUCHI,1494
PUNO,YUNGUYO,COPANI,201004,7.84,206,2626,ROBERTO HELBERT SANCHEZ PALOMINO,835
ÁNCASH,SIHUAS,SICSIBAMBA,021406,7.83,64,817,ROBERTO HELBERT SANCHEZ PALOMINO,197
CUSCO,CHUMBIVILCAS,CHAMACA,070704,7.83,342,4366,ROBERTO HELBERT SANCHEZ PALOMINO,1414
CUSCO,ANTA,MOLLEPATA,070305,7.82,186,2379,ROBERTO HELBERT SANCHEZ PALOMINO,331
HUÁNUCO,HUACAYBAMBA,PINRA,090902,7.81,172,2201,ROBERTO HELBERT SANCHEZ PALOMINO,886
JUNÍN,CONCEPCIÓN,MATAHUASI,110210,7.81,228,2921,KEIKO SOFIA FUJIMORI HIGUCHI,588
SAN MARTÍN,HUALLAGA,SACANCHE,210203,7.81,144,1844,ROBERTO HELBERT SANCHEZ PALOMINO,546
HUÁNUCO,HUÁNUCO,SANTA MARÍA DEL VALLE,090108,7.79,1039,13346,ROBERTO HELBERT SANCHEZ PALOMINO,4313
SAN MARTÍN,MARISCAL CÁCERES,JUANJUI,210401,7.78,1402,18016,KEIKO SOFIA FUJIMORI HIGUCHI,3932
AMAZONAS,LUYA,LUYA,010409,7.78,187,2404,KEIKO SOFIA FUJIMORI HIGUCHI,447
UCAYALI,ATALAYA,YURÚA,250303,7.77,37,476,KEIKO SOFIA FUJIMORI HIGUCHI,145
AMAZONAS,BAGUA,ARAMANGO,010202,7.76,427,5503,ROBERTO HELBERT SANCHEZ PALOMINO,1892
CAJAMARCA,HUALGAYOC,BAMBAMARCA,060701,7.76,3084,39753,ROBERTO HELBERT SANCHEZ PALOMINO,19932
JUNÍN,JAUJA,LEONOR ORDOÑEZ,110312,7.76,87,1121,KEIKO SOFIA FUJIMORI HIGUCHI,194
ÁNCASH,MARISCAL LUZURIAGA,LLUMPA,020906,7.75,220,2839,ROBERTO HELBERT SANCHEZ PALOMINO,1098
PIURA,SULLANA,IGNACIO ESCUDERO,190608,7.75,1028,13264,KEIKO SOFIA FUJIMORI HIGUCHI,2999
ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,020901,7.74,109,1409,ROBERTO HELBERT SANCHEZ PALOMINO,425
PASCO,OXAPAMPA,PALCAZU,180307,7.74,232,2999,KEIKO SOFIA FUJIMORI HIGUCHI,855
AMAZONAS,CHACHAPOYAS,LA JALCA,010109,7.73,227,2937,ROBERTO HELBERT SANCHEZ PALOMINO,1249
AREQUIPA,LA UNIÓN,PAMPAMARCA,040805,7.73,53,686,ROBERTO HELBERT SANCHEZ PALOMINO,178
PIURA,PIURA,CATACAOS,190104,7.73,3425,44280,KEIKO SOFIA FUJIMORI HIGUCHI,11335
CAJAMARCA,CHOTA,HUAMBOS,060608,7.72,331,4289,ROBERTO HELBERT SANCHEZ PALOMINO,1676
HUÁNUCO,HUAMALIES,SINGA,090410,7.72,98,1270,ROBERTO HELBERT SANCHEZ PALOMINO,409
LA LIBERTAD,CHEPÉN,PACANGA,120902,7.72,882,11422,KEIKO SOFIA FUJIMORI HIGUCHI,2403
JUNÍN,TARMA,PALCA,110506,7.7,319,4143,KEIKO SOFIA FUJIMORI HIGUCHI,961
PIURA,SULLANA,QUERECOTILLO,190606,7.7,1191,15461,KEIKO SOFIA FUJIMORI HIGUCHI,5276
AMAZONAS,CHACHAPOYAS,MAGDALENA,010112,7.69,29,377,KEIKO SOFIA FUJIMORI HIGUCHI,89
ÁNCASH,CARHUAZ,ACOPAMPA,020402,7.69,140,1821,KEIKO SOFIA FUJIMORI HIGUCHI,293
AYACUCHO,LUCANAS,CHIPAO,050508,7.69,99,1288,ROBERTO HELBERT SANCHEZ PALOMINO,331
AMÉRICA,ARGENTINA,LA RIOJA,920226,7.69,8,104,KEIKO SOFIA FUJIMORI HIGUCHI,24
LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,120504,7.68,201,2616,KEIKO SOFIA FUJIMORI HIGUCHI,410
LIMA,HUAROCHIRÍ,LANGA,140611,7.68,47,612,KEIKO SOFIA FUJIMORI HIGUCHI,162
LIMA,CAJATAMBO,GORGOR,140206,7.67,66,860,KEIKO SOFIA FUJIMORI HIGUCHI,341
APURÍMAC,ANDAHUAYLAS,PACUCHA,030313,7.66,469,6121,ROBERTO HELBERT SANCHEZ PALOMINO,2552
AYACUCHO,LUCANAS,OCAÑA,050516,7.66,94,1227,ROBERTO HELBERT SANCHEZ PALOMINO,269
AREQUIPA,LA UNIÓN,TOMEPAMPA,040810,7.65,28,366,ROBERTO HELBERT SANCHEZ PALOMINO,54
PUNO,YUNGUYO,TINICACHI,201007,7.65,28,366,ROBERTO HELBERT SANCHEZ PALOMINO,67
UCAYALI,ATALAYA,RAIMONDI,250301,7.65,969,12662,KEIKO SOFIA FUJIMORI HIGUCHI,2845
CUSCO,ANTA,ANCAHUASI,070309,7.64,334,4371,ROBERTO HELBERT SANCHEZ PALOMINO,1060
LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,140811,7.64,22,288,KEIKO SOFIA FUJIMORI HIGUCHI,111
AYACUCHO,HUAMANGA,SAN JOSÉ DE TICLLAS,050106,7.63,106,1390,ROBERTO HELBERT SANCHEZ PALOMINO,365
PUNO,MELGAR,NUÑOA,200706,7.63,398,5217,ROBERTO HELBERT SANCHEZ PALOMINO,1321
LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,120303,7.62,399,5238,ROBERTO HELBERT SANCHEZ PALOMINO,1617
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,201103,7.62,268,3515,ROBERTO HELBERT SANCHEZ PALOMINO,1182
ÁNCASH,AIJA,HUACLLAN,020205,7.61,27,355,ROBERTO HELBERT SANCHEZ PALOMINO,58
CUSCO,CHUMBIVILCAS,SANTO TOMÁS,070701,7.61,855,11232,ROBERTO HELBERT SANCHEZ PALOMINO,3920
AREQUIPA,CASTILLA,PAMPACOLCA,040510,7.59,79,1041,ROBERTO HELBERT SANCHEZ PALOMINO,194
CUSCO,CHUMBIVILCAS,QUIÑOTA,070707,7.59,187,2464,ROBERTO HELBERT SANCHEZ PALOMINO,898
JUNÍN,TARMA,ACOBAMBA,110502,7.59,471,6205,KEIKO SOFIA FUJIMORI HIGUCHI,1710
LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,120702,7.59,189,2491,ROBERTO HELBERT SANCHEZ PALOMINO,584
MADRE DE DIOS,MANÚ,MANÚ,160201,7.59,132,1740,ROBERTO HELBERT SANCHEZ PALOMINO,409
PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,190306,7.59,425,5602,ROBERTO HELBERT SANCHEZ PALOMINO,2081
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,061001,7.58,532,7018,ROBERTO HELBERT SANCHEZ PALOMINO,2296
CUSCO,LA CONVENCIÓN,KUMPIRUSHIATO,070916,7.58,202,2664,ROBERTO HELBERT SANCHEZ PALOMINO,927
LORETO,MAYNAS,FERNANDO LORES,150103,7.58,411,5425,KEIKO SOFIA FUJIMORI HIGUCHI,1202
ÁNCASH,PALLASCA,SANTA ROSA,021010,7.56,43,569,KEIKO SOFIA FUJIMORI HIGUCHI,106
LORETO,LORETO,PARINARI,150302,7.56,130,1720,KEIKO SOFIA FUJIMORI HIGUCHI,422
SAN MARTÍN,HUALLAGA,SAPOSOA,210201,7.56,589,7786,KEIKO SOFIA FUJIMORI HIGUCHI,1215
APURÍMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,030318,7.55,85,1126,ROBERTO HELBERT SANCHEZ PALOMINO,445
JUNÍN,CHUPACA,CHONGOS BAJO,110903,7.55,220,2915,KEIKO SOFIA FUJIMORI HIGUCHI,380
LA LIBERTAD,ASCOPE,ASCOPE,120801,7.55,358,4740,KEIKO SOFIA FUJIMORI HIGUCHI,983
PUNO,CHUCUITO,POMATA,200407,7.55,613,8122,ROBERTO HELBERT SANCHEZ PALOMINO,2595
TUMBES,ZARUMILLA,MATAPALO,230302,7.55,181,2398,ROBERTO HELBERT SANCHEZ PALOMINO,712
PIURA,PIURA,LAS LOMAS,190107,7.54,1156,15331,KEIKO SOFIA FUJIMORI HIGUCHI,3473
ÁNCASH,HUARAZ,TARICA,020112,7.53,319,4238,ROBERTO HELBERT SANCHEZ PALOMINO,756
CUSCO,ANTA,ANTA,070301,7.53,1015,13481,PABLO ALFONSO LOPEZ CHAU NAVA,2233
LIMA,HUAROCHIRÍ,LAHUAYTAMBO,140610,7.53,29,385,KEIKO SOFIA FUJIMORI HIGUCHI,82
PUNO,PUNO,AMANTANI,200115,7.53,198,2630,RONALD DARWIN ATENCIO SOTOMAYOR,425
SAN MARTÍN,SAN MARTÍN,HUIMBAYOC,210609,7.52,160,2129,ROBERTO HELBERT SANCHEZ PALOMINO,431
AYACUCHO,HUAMANGA,PACAYCASA,050114,7.51,178,2369,ROBERTO HELBERT SANCHEZ PALOMINO,351
HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,080610,7.51,57,759,ROBERTO HELBERT SANCHEZ PALOMINO,234
PIURA,AYABACA,SUYO,190208,7.51,465,6188,KEIKO SOFIA FUJIMORI HIGUCHI,1729
ÁNCASH,PALLASCA,PAMPAS,021009,7.5,107,1426,ROBERTO HELBERT SANCHEZ PALOMINO,419
PUNO,LAMPA,VILAVILA,200610,7.5,54,720,ROBERTO HELBERT SANCHEZ PALOMINO,145
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,250106,7.5,286,3811,ROBERTO HELBERT SANCHEZ PALOMINO,655
AYACUCHO,PÁUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,051008,7.49,23,307,ROBERTO HELBERT SANCHEZ PALOMINO,52
CAJAMARCA,CHOTA,COCHABAMBA,060603,7.49,235,3136,ROBERTO HELBERT SANCHEZ PALOMINO,1226
PUNO,YUNGUYO,YUNGUYO,201001,7.48,1109,14828,ROBERTO HELBERT SANCHEZ PALOMINO,3234
CUSCO,CHUMBIVILCAS,LLUSCO,070706,7.47,283,3787,ROBERTO HELBERT SANCHEZ PALOMINO,1718
LIMA,CAJATAMBO,COPA,140205,7.47,37,495,KEIKO SOFIA FUJIMORI HIGUCHI,125
APURÍMAC,COTABAMBAS,COYLLURQUI,030502,7.46,290,3888,ROBERTO HELBERT SANCHEZ PALOMINO,1633
AREQUIPA,LA UNIÓN,HUAYNACOTAS,040804,7.46,78,1045,ROBERTO HELBERT SANCHEZ PALOMINO,223
CUSCO,QUISPICANCHI,MARCAPATA,071209,7.45,203,2725,ROBERTO HELBERT SANCHEZ PALOMINO,1106
CUSCO,PARURO,YAURISQUE,071007,7.44,175,2351,ROBERTO HELBERT SANCHEZ PALOMINO,621
PUNO,HUANCANÉ,TARACO,200508,7.44,696,9359,ROBERTO HELBERT SANCHEZ PALOMINO,1702
AMAZONAS,LUYA,CONILA,010405,7.43,71,956,ROBERTO HELBERT SANCHEZ PALOMINO,306
PUNO,EL COLLAO,CONDURIRI,201205,7.43,153,2060,ROBERTO HELBERT SANCHEZ PALOMINO,589
SAN MARTÍN,BELLAVISTA,SAN RAFAEL,210702,7.43,285,3837,ROBERTO HELBERT SANCHEZ PALOMINO,945
HUÁNUCO,HUÁNUCO,SAN PEDRO DE CHAULÁN,090107,7.42,117,1576,ROBERTO HELBERT SANCHEZ PALOMINO,815
AMAZONAS,CHACHAPOYAS,SOLOCO,010120,7.41,59,796,ROBERTO HELBERT SANCHEZ PALOMINO,127
ÁNCASH,YUNGAY,QUILLO,021505,7.41,476,6426,ROBERTO HELBERT SANCHEZ PALOMINO,2435
APURÍMAC,GRAU,MICAELA BASTIDAS,030606,7.41,41,553,ROBERTO HELBERT SANCHEZ PALOMINO,292
CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,060512,7.41,198,2673,ROBERTO HELBERT SANCHEZ PALOMINO,1154
HUÁNUCO,HUACAYBAMBA,COCHABAMBA,090904,7.41,44,594,ROBERTO HELBERT SANCHEZ PALOMINO,226
AYACUCHO,VÍCTOR FAJARDO,APONGO,050703,7.4,27,365,ROBERTO HELBERT SANCHEZ PALOMINO,91
AREQUIPA,LA UNIÓN,TORO,040811,7.39,21,284,ROBERTO HELBERT SANCHEZ PALOMINO,66
AMAZONAS,BONGARÁ,JAZAN,010312,7.38,281,3807,KEIKO SOFIA FUJIMORI HIGUCHI,818
JUNÍN,JAUJA,MASMA CHICCHE,110332,7.38,40,542,KEIKO SOFIA FUJIMORI HIGUCHI,119
SAN MARTÍN,BELLAVISTA,BAJO BIAVO,210706,7.38,443,6003,ROBERTO HELBERT SANCHEZ PALOMINO,1970
CUSCO,ANTA,ZURITE,070307,7.37,217,2943,PABLO ALFONSO LOPEZ CHAU NAVA,458
CAJAMARCA,CAJAMARCA,MAGDALENA,060109,7.35,439,5975,ROBERTO HELBERT SANCHEZ PALOMINO,2299
CUSCO,CALCA,COYA,070402,7.34,196,2671,ROBERTO HELBERT SANCHEZ PALOMINO,602
ÁNCASH,PALLASCA,LACABAMBA,021006,7.33,20,273,ROBERTO HELBERT SANCHEZ PALOMINO,66
CAJAMARCA,SAN MIGUEL,CATILLUC,061012,7.33,132,1801,ROBERTO HELBERT SANCHEZ PALOMINO,920
JUNÍN,CHUPACA,YANACANCHA,110909,7.32,107,1461,ROBERTO HELBERT SANCHEZ PALOMINO,193
LA LIBERTAD,GRAN CHIMÚ,CASCAS,121101,7.32,652,8903,KEIKO SOFIA FUJIMORI HIGUCHI,2697
LA LIBERTAD,PACASMAYO,GUADALUPE,120503,7.32,1493,20384,KEIKO SOFIA FUJIMORI HIGUCHI,4215
PUNO,PUNO,CAPACHICA,200104,7.32,530,7242,ROBERTO HELBERT SANCHEZ PALOMINO,1247
CUSCO,PARURO,ACCHA,071002,7.31,144,1969,ROBERTO HELBERT SANCHEZ PALOMINO,418
SAN MARTÍN,MOYOBAMBA,CALZADA,210102,7.31,222,3037,ROBERTO HELBERT SANCHEZ PALOMINO,537
CAJAMARCA,CELENDÍN,JORGE CHÁVEZ,060305,7.3,39,534,ROBERTO HELBERT SANCHEZ PALOMINO,153
LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,120903,7.3,609,8337,KEIKO SOFIA FUJIMORI HIGUCHI,1498
AMAZONAS,RODRÍGUEZ DE MENDOZA,SAN NICOLÁS,010501,7.29,209,2866,KEIKO SOFIA FUJIMORI HIGUCHI,410
JUNÍN,CHUPACA,HUACHAC,110904,7.29,165,2262,KEIKO SOFIA FUJIMORI HIGUCHI,277
LORETO,UCAYALI,PAMPA HERMOSA,150504,7.29,178,2441,ROBERTO HELBERT SANCHEZ PALOMINO,537
PIURA,AYABACA,FRÍAS,190202,7.29,447,6131,ROBERTO HELBERT SANCHEZ PALOMINO,2105
UCAYALI,ATALAYA,TAHUANIA,250302,7.29,228,3127,ROBERTO HELBERT SANCHEZ PALOMINO,497
LIMA,HUAURA,CHECRAS,140505,7.28,37,508,KEIKO SOFIA FUJIMORI HIGUCHI,147
SAN MARTÍN,PICOTA,PICOTA,210901,7.28,417,5731,KEIKO SOFIA FUJIMORI HIGUCHI,1147
JUNÍN,SATIPO,RÍO TAMBO,110708,7.27,741,10199,KEIKO SOFIA FUJIMORI HIGUCHI,2261
PIURA,MORROPÓN,CHULUCANAS,190401,7.27,3738,51427,KEIKO SOFIA FUJIMORI HIGUCHI,15321
ÁNCASH,HUAYLAS,PAMPAROMAS,020706,7.26,281,3873,KEIKO SOFIA FUJIMORI HIGUCHI,947
HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,080429,7.26,55,758,ROBERTO HELBERT SANCHEZ PALOMINO,245
LA LIBERTAD,OTUZCO,LA CUESTA,120405,7.26,45,620,KEIKO SOFIA FUJIMORI HIGUCHI,133
AMAZONAS,LUYA,LAMUD,010401,7.25,89,1228,KEIKO SOFIA FUJIMORI HIGUCHI,158
PUNO,PUNO,HUATA,200107,7.24,195,2692,ROBERTO HELBERT SANCHEZ PALOMINO,471
SAN MARTÍN,BELLAVISTA,HUALLAGA,210705,7.24,90,1243,KEIKO SOFIA FUJIMORI HIGUCHI,276
SAN MARTÍN,MARISCAL CÁCERES,PACHIZA,210404,7.24,239,3300,KEIKO SOFIA FUJIMORI HIGUCHI,660
AMAZONAS,BONGARÁ,COROSHA,010302,7.22,35,485,ROBERTO HELBERT SANCHEZ PALOMINO,178
PUNO,CHUCUITO,PISACOMA,200406,7.22,107,1483,ROBERTO HELBERT SANCHEZ PALOMINO,524
SAN MARTÍN,EL DORADO,SANTA ROSA,211005,7.22,343,4753,ROBERTO HELBERT SANCHEZ PALOMINO,1164
SAN MARTÍN,MARISCAL CÁCERES,CAMPANILLA,210402,7.22,455,6306,ROBERTO HELBERT SANCHEZ PALOMINO,2044
SAN MARTÍN,MOYOBAMBA,HABANA,210103,7.22,118,1635,ROBERTO HELBERT SANCHEZ PALOMINO,370
AYACUCHO,HUAMANGA,ACOCRO,050111,7.21,383,5313,ROBERTO HELBERT SANCHEZ PALOMINO,2278
PIURA,MORROPÓN,YAMANGO,190409,7.21,281,3897,ROBERTO HELBERT SANCHEZ PALOMINO,1481
SAN MARTÍN,TOCACHE,PÓLVORA,210803,7.21,392,5440,ROBERTO HELBERT SANCHEZ PALOMINO,1426
CUSCO,CANAS,CHECCA,070502,7.2,233,3235,ROBERTO HELBERT SANCHEZ PALOMINO,1258
CUSCO,PARURO,HUANOQUITE,071005,7.2,279,3877,ROBERTO HELBERT SANCHEZ PALOMINO,1015
JUNÍN,CONCEPCIÓN,HEROÍNAS TOLEDO,110207,7.19,59,821,KEIKO SOFIA FUJIMORI HIGUCHI,190
LA LIBERTAD,BOLÍVAR,UCUNCHA,120205,7.19,35,487,ROBERTO HELBERT SANCHEZ PALOMINO,117
PIURA,TALARA,LA BREA,190703,7.19,557,7745,KEIKO SOFIA FUJIMORI HIGUCHI,1094
APURÍMAC,GRAU,CURASCO,030614,7.18,51,710,ROBERTO HELBERT SANCHEZ PALOMINO,334
CAJAMARCA,JAÉN,BELLAVISTA,060802,7.17,687,9581,ROBERTO HELBERT SANCHEZ PALOMINO,3037
CAJAMARCA,JAÉN,POMAHUACA,060805,7.17,306,4270,ROBERTO HELBERT SANCHEZ PALOMINO,1681
HUANCAVELICA,TAYACAJA,SALCAHUASI,080526,7.17,116,1618,ROBERTO HELBERT SANCHEZ PALOMINO,481
AYACUCHO,HUANCA SANCOS,SACSAMARCA,050802,7.15,58,811,ROBERTO HELBERT SANCHEZ PALOMINO,206
PIURA,PIURA,EL TALLÁN,190114,7.15,211,2953,KEIKO SOFIA FUJIMORI HIGUCHI,657
TUMBES,TUMBES,TUMBES,230101,7.15,4274,59772,KEIKO SOFIA FUJIMORI HIGUCHI,12749
ÁNCASH,SANTA,COISHCO,021308,7.14,703,9840,KEIKO SOFIA FUJIMORI HIGUCHI,1647
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,230106,7.14,203,2845,KEIKO SOFIA FUJIMORI HIGUCHI,818
PASCO,PASCO,SAN FRANCISCO DE ASÍS DE YARUSYACÁN,180109,7.13,237,3325,ROBERTO HELBERT SANCHEZ PALOMINO,572
AREQUIPA,CASTILLA,ORCOPAMPA,040509,7.12,150,2108,ROBERTO HELBERT SANCHEZ PALOMINO,424
CAJAMARCA,SAN MARCOS,JOSÉ SABOGAL,061206,7.12,413,5803,ROBERTO HELBERT SANCHEZ PALOMINO,2591
JUNÍN,TARMA,HUARICOLCA,110503,7.11,101,1421,KEIKO SOFIA FUJIMORI HIGUCHI,272
APURÍMAC,ABANCAY,CURAHUASI,030103,7.1,746,10501,ROBERTO HELBERT SANCHEZ PALOMINO,2834
AYACUCHO,PARINACOCHAS,PUYUSCA,050612,7.1,70,986,ROBERTO HELBERT SANCHEZ PALOMINO,277
LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,120706,7.1,95,1338,ROBERTO HELBERT SANCHEZ PALOMINO,250
LAMBAYEQUE,CHICLAYO,LAGUNAS,130105,7.1,425,5988,KEIKO SOFIA FUJIMORI HIGUCHI,1425
ÁNCASH,ANTONIO RAIMONDI,MIRGAS,021605,7.09,103,1453,ROBERTO HELBERT SANCHEZ PALOMINO,559
ÁNCASH,MARISCAL LUZURIAGA,LUCMA,020903,7.09,103,1452,ROBERTO HELBERT SANCHEZ PALOMINO,595
JUNÍN,JAUJA,POMACANCHA,110324,7.09,71,1001,KEIKO SOFIA FUJIMORI HIGUCHI,206
AMÉRICA,COLOMBIA,LETICIA,920705,7.09,20,282,KEIKO SOFIA FUJIMORI HIGUCHI,78
ÁNCASH,MARISCAL LUZURIAGA,CASCA,020902,7.08,156,2204,ROBERTO HELBERT SANCHEZ PALOMINO,818
CUSCO,ANTA,PUCYURA,070306,7.08,174,2458,PABLO ALFONSO LOPEZ CHAU NAVA,454
LORETO,MAYNAS,INDIANA,150110,7.08,284,4011,KEIKO SOFIA FUJIMORI HIGUCHI,893
SAN MARTÍN,BELLAVISTA,BELLAVISTA,210701,7.08,691,9755,ROBERTO HELBERT SANCHEZ PALOMINO,1631
ÁNCASH,CARHUAZ,AMASHCA,020403,7.07,92,1302,ROBERTO HELBERT SANCHEZ PALOMINO,349
LA LIBERTAD,ASCOPE,CASA GRANDE,120808,7.07,1234,17454,KEIKO SOFIA FUJIMORI HIGUCHI,3182
PUNO,MOHO,MOHO,201301,7.07,660,9330,ROBERTO HELBERT SANCHEZ PALOMINO,2647
AYACUCHO,LUCANAS,CHAVIÑA,050506,7.06,69,977,ROBERTO HELBERT SANCHEZ PALOMINO,297
HUÁNUCO,DOS DE MAYO,RIPÁN,090317,7.06,193,2734,ROBERTO HELBERT SANCHEZ PALOMINO,952
MOQUEGUA,GENERAL SÁNCHEZ CERRO,UBINAS,170210,7.06,107,1515,ROBERTO HELBERT SANCHEZ PALOMINO,402
PIURA,HUANCABAMBA,SONDORILLO,190305,7.06,359,5082,ROBERTO HELBERT SANCHEZ PALOMINO,2493
AREQUIPA,LA UNIÓN,COTAHUASI,040801,7.05,88,1249,ROBERTO HELBERT SANCHEZ PALOMINO,270
HUANCAVELICA,ANGARAES,LIRCAY,080301,7.05,851,12064,ROBERTO HELBERT SANCHEZ PALOMINO,3920
AREQUIPA,CASTILLA,ANDAGUA,040502,7.04,44,625,ROBERTO HELBERT SANCHEZ PALOMINO,127
JUNÍN,SATIPO,RÍO NEGRO,110707,7.04,764,10853,ROBERTO HELBERT SANCHEZ PALOMINO,2061
ASIA,REPÚBLICA POPULAR CHINA,REGION ADMINISTRATIVA ESPECIAL HONG KONG,930226,7.04,5,71,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19
ÁNCASH,SIHUAS,HUAYLLABAMBA,021404,7.03,97,1380,ROBERTO HELBERT SANCHEZ PALOMINO,308
CAJAMARCA,CONTUMAZA,CHILETE,060403,7.03,133,1893,ROBERTO HELBERT SANCHEZ PALOMINO,499
CUSCO,URUBAMBA,CHINCHERO,071302,7.03,631,8975,ROBERTO HELBERT SANCHEZ PALOMINO,1509
JUNÍN,SATIPO,PAMPA HERMOSA,110705,7.03,161,2290,ROBERTO HELBERT SANCHEZ PALOMINO,693
SAN MARTÍN,MARISCAL CÁCERES,HUICUNGO,210403,7.03,256,3639,KEIKO SOFIA FUJIMORI HIGUCHI,625
AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,040117,7.02,48,684,ROBERTO HELBERT SANCHEZ PALOMINO,104
AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,050531,7.01,30,428,ROBERTO HELBERT SANCHEZ PALOMINO,123
