departamento,provincia,distrito,ubigeo,pct_nulos,votos_nulos,votos_emitidos,lider,votos_lider
AYACUCHO,CANGALLO,TOTOS,050208,5.81,110,1893,ROBERTO HELBERT SANCHEZ PALOMINO,831
LA LIBERTAD,VIRÚ,GUADALUPITO,121203,5.81,258,4443,KEIKO SOFIA FUJIMORI HIGUCHI,913
MADRE DE DIOS,MANÚ,FITZCARRALD,160202,5.81,19,327,ROBERTO HELBERT SANCHEZ PALOMINO,63
SAN MARTÍN,HUALLAGA,PISCOYACU,210202,5.81,141,2426,ROBERTO HELBERT SANCHEZ PALOMINO,635
AMÉRICA,ARGENTINA,SAN LUIS,920219,5.81,5,86,KEIKO SOFIA FUJIMORI HIGUCHI,16
AMAZONAS,BAGUA,IMAZA,010206,5.8,643,11081,ROBERTO HELBERT SANCHEZ PALOMINO,5664
CAJAMARCA,CHOTA,CHOTA,060601,5.8,1790,30874,ROBERTO HELBERT SANCHEZ PALOMINO,12203
HUANCAVELICA,TAYACAJA,QUICHUAS,080528,5.8,152,2620,ROBERTO HELBERT SANCHEZ PALOMINO,1265
JUNÍN,JAUJA,ACOLLA,110302,5.8,223,3847,PABLO ALFONSO LOPEZ CHAU NAVA,577
TUMBES,TUMBES,PAMPAS DE HOSPITAL,230104,5.8,212,3656,KEIKO SOFIA FUJIMORI HIGUCHI,1181
AYACUCHO,PÁUCAR DEL SARA SARA,COLTA,051002,5.79,15,259,ROBERTO HELBERT SANCHEZ PALOMINO,105
CAJAMARCA,CELENDÍN,SUCRE,060310,5.79,151,2610,ROBERTO HELBERT SANCHEZ PALOMINO,1011
CAJAMARCA,SAN MIGUEL,NIEPOS,061006,5.79,95,1641,ROBERTO HELBERT SANCHEZ PALOMINO,634
JUNÍN,JAUJA,MOLINOS,110316,5.79,69,1192,ROBERTO HELBERT SANCHEZ PALOMINO,191
ÁNCASH,CARHUAZ,PARIAHUANCA,020407,5.78,59,1021,PABLO ALFONSO LOPEZ CHAU NAVA,202
LIMA,YAUYOS,AYAVIRI,140704,5.78,17,294,KEIKO SOFIA FUJIMORI HIGUCHI,77
PIURA,AYABACA,AYABACA,190201,5.78,578,10007,ROBERTO HELBERT SANCHEZ PALOMINO,4002
AMÉRICA,ARGENTINA,ROSARIO DE SANTA FE,920207,5.78,26,450,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,61
APURÍMAC,GRAU,GAMARRA,030605,5.77,85,1474,ROBERTO HELBERT SANCHEZ PALOMINO,503
AYACUCHO,HUANTA,HUANTA,050301,5.77,1235,21410,ROBERTO HELBERT SANCHEZ PALOMINO,3249
AREQUIPA,ISLAY,COCACHACRA,040702,5.76,428,7431,ROBERTO HELBERT SANCHEZ PALOMINO,1204
CAJAMARCA,CUTERVO,SAN ANDRÉS DE CUTERVO,060508,5.76,135,2342,ROBERTO HELBERT SANCHEZ PALOMINO,975
CAJAMARCA,SANTA CRUZ,ANDABAMBA,060910,5.76,42,729,ROBERTO HELBERT SANCHEZ PALOMINO,246
PUNO,PUNO,ATUNCOLLA,200103,5.76,206,3579,ROBERTO HELBERT SANCHEZ PALOMINO,654
APURÍMAC,GRAU,HUAYLLATI,030603,5.75,34,591,ROBERTO HELBERT SANCHEZ PALOMINO,250
HUANCAVELICA,TAYACAJA,ANDAYMARCA,080529,5.75,77,1339,ROBERTO HELBERT SANCHEZ PALOMINO,537
HUÁNUCO,DOS DE MAYO,CHUQUIS,090307,5.75,99,1721,ROBERTO HELBERT SANCHEZ PALOMINO,635
AREQUIPA,CAYLLOMA,MACA,040212,5.74,34,592,RICARDO PABLO BELMONT CASSINELLI,97
HUÁNUCO,LEONCIO PRADO,MARIANO DÁMASO BERAÚN,090605,5.74,342,5954,KEIKO SOFIA FUJIMORI HIGUCHI,1133
PUNO,PUNO,PLATERIA,200114,5.74,285,4961,ROBERTO HELBERT SANCHEZ PALOMINO,1370
SAN MARTÍN,BELLAVISTA,ALTO BIAVO,210704,5.74,253,4406,ROBERTO HELBERT SANCHEZ PALOMINO,1572
CUSCO,LA CONVENCIÓN,SANTA TERESA,070906,5.73,221,3859,ROBERTO HELBERT SANCHEZ PALOMINO,849
HUANCAVELICA,HUAYTARA,LARAMARCA,080605,5.73,22,384,ROBERTO HELBERT SANCHEZ PALOMINO,68
HUÁNUCO,PUERTO INCA,PUERTO INCA,090802,5.73,334,5832,ROBERTO HELBERT SANCHEZ PALOMINO,1157
UCAYALI,CORONEL PORTILLO,IPARÍA,250105,5.73,200,3492,ROBERTO HELBERT SANCHEZ PALOMINO,1228
APURÍMAC,GRAU,PATAYPAMPA,030608,5.72,25,437,ROBERTO HELBERT SANCHEZ PALOMINO,212
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,071202,5.72,223,3900,ROBERTO HELBERT SANCHEZ PALOMINO,742
JUNÍN,HUANCAYO,QUILCAS,110126,5.72,177,3094,ROBERTO HELBERT SANCHEZ PALOMINO,470
LA LIBERTAD,TRUJILLO,HUANCHACO,120102,5.72,2446,42756,KEIKO SOFIA FUJIMORI HIGUCHI,7447
LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,130112,5.72,6149,107484,KEIKO SOFIA FUJIMORI HIGUCHI,23572
LIMA,HUAROCHIRÍ,SAN MATEO DE OTAO,140622,5.72,81,1417,KEIKO SOFIA FUJIMORI HIGUCHI,476
LIMA,HUAURA,HUAURA,140507,5.72,1279,22352,KEIKO SOFIA FUJIMORI HIGUCHI,3523
PUNO,LAMPA,SANTA LUCÍA,200609,5.72,269,4700,ROBERTO HELBERT SANCHEZ PALOMINO,1017
AMÉRICA,URUGUAY,MONTEVIDEO,922701,5.72,31,542,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,95
HUÁNUCO,PUERTO INCA,CODO DEL POZUZO,090803,5.71,204,3574,KEIKO SOFIA FUJIMORI HIGUCHI,982
LA LIBERTAD,TRUJILLO,POROTO,120109,5.71,175,3066,KEIKO SOFIA FUJIMORI HIGUCHI,885
APURÍMAC,ANDAHUAYLAS,HUANCARAMA,030304,5.7,201,3528,ROBERTO HELBERT SANCHEZ PALOMINO,955
AYACUCHO,LA MAR,ANCO,050402,5.7,159,2789,ROBERTO HELBERT SANCHEZ PALOMINO,1150
JUNÍN,HUANCAYO,SICAYA,110134,5.7,381,6682,KEIKO SOFIA FUJIMORI HIGUCHI,901
LA LIBERTAD,CHEPÉN,CHEPÉN,120901,5.7,1762,30894,KEIKO SOFIA FUJIMORI HIGUCHI,6825
LA LIBERTAD,TRUJILLO,LAREDO,120103,5.7,1381,24216,KEIKO SOFIA FUJIMORI HIGUCHI,4682
LIMA,HUAROCHIRÍ,SURCO,140629,5.7,77,1350,KEIKO SOFIA FUJIMORI HIGUCHI,211
CAJAMARCA,CONTUMAZA,TANTARICA,060407,5.69,73,1284,ROBERTO HELBERT SANCHEZ PALOMINO,487
CUSCO,CANCHIS,CHECACUPE,070603,5.69,190,3339,ROBERTO HELBERT SANCHEZ PALOMINO,938
CUSCO,LA CONVENCIÓN,HUAYOPATA,070903,5.69,182,3199,ROBERTO HELBERT SANCHEZ PALOMINO,520
ICA,CHINCHA,GROCIO PRADO,100205,5.69,947,16639,KEIKO SOFIA FUJIMORI HIGUCHI,3297
LORETO,LORETO,URARINAS,150304,5.69,210,3690,KEIKO SOFIA FUJIMORI HIGUCHI,847
PASCO,DANIEL ALCIDES CARRIÓN,PAUCAR,180204,5.69,57,1002,ROBERTO HELBERT SANCHEZ PALOMINO,336
PUNO,AZÁNGARO,ARAPA,200203,5.69,307,5395,ROBERTO HELBERT SANCHEZ PALOMINO,1377
ÁNCASH,HUARMEY,HUARMEY,021901,5.68,827,14558,KEIKO SOFIA FUJIMORI HIGUCHI,3807
ÁNCASH,PALLASCA,HUANDOVAL,021005,5.68,28,493,GEORGE PATRICK FORSYTH SOMMER,61
APURÍMAC,ANDAHUAYLAS,JOSÉ MARIA ARGUEDAS,030320,5.68,165,2906,ROBERTO HELBERT SANCHEZ PALOMINO,1562
AYACUCHO,HUANTA,SANTILLANA,050307,5.68,116,2041,ROBERTO HELBERT SANCHEZ PALOMINO,632
LIMA,BARRANCA,PATIVILCA,140903,5.68,626,11020,KEIKO SOFIA FUJIMORI HIGUCHI,2671
SAN MARTÍN,HUALLAGA,TINGO DE SAPOSOA,210204,5.68,23,405,KEIKO SOFIA FUJIMORI HIGUCHI,58
AMAZONAS,CHACHAPOYAS,QUINJALCA,010117,5.67,32,564,ROBERTO HELBERT SANCHEZ PALOMINO,118
AYACUCHO,HUAMANGA,SOCOS,050112,5.67,310,5467,ROBERTO HELBERT SANCHEZ PALOMINO,2028
AYACUCHO,LA MAR,ANCHIHUAY,050410,5.67,98,1728,ROBERTO HELBERT SANCHEZ PALOMINO,540
AYACUCHO,VÍCTOR FAJARDO,HUANCARAYLLA,050710,5.67,54,953,ROBERTO HELBERT SANCHEZ PALOMINO,279
LA LIBERTAD,PATAZ,HUAYLILLAS,120604,5.67,24,423,ROBERTO HELBERT SANCHEZ PALOMINO,66
LA LIBERTAD,TRUJILLO,SIMBAL,120106,5.67,184,3243,KEIKO SOFIA FUJIMORI HIGUCHI,946
LIMA,HUAURA,VEGUETA,140516,5.67,926,16337,KEIKO SOFIA FUJIMORI HIGUCHI,2835
LORETO,MAYNAS,SAN JUAN BAUTISTA,150113,5.67,2823,49830,KEIKO SOFIA FUJIMORI HIGUCHI,11634
ÁNCASH,AIJA,SUCCHA,020208,5.66,26,459,KEIKO SOFIA FUJIMORI HIGUCHI,77
CUSCO,CANAS,TÚPAC AMARU,070508,5.66,100,1766,ROBERTO HELBERT SANCHEZ PALOMINO,660
CUSCO,PAUCARTAMBO,HUANCARANI,071106,5.65,226,3997,ROBERTO HELBERT SANCHEZ PALOMINO,1380
LORETO,UCAYALI,SARAYACU,150505,5.65,212,3749,KEIKO SOFIA FUJIMORI HIGUCHI,1026
AMÉRICA,BOLIVIA,LA PAZ,920403,5.64,83,1471,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,169
CUSCO,PARURO,PILLPINTO,071009,5.63,48,853,PABLO ALFONSO LOPEZ CHAU NAVA,136
ICA,PISCO,INDEPENDENCIA,100404,5.63,444,7892,KEIKO SOFIA FUJIMORI HIGUCHI,1126
JUNÍN,JAUJA,HUERTAS,110309,5.63,94,1670,KEIKO SOFIA FUJIMORI HIGUCHI,342
CUSCO,ACOMAYO,SANGARARA,070206,5.62,103,1832,ROBERTO HELBERT SANCHEZ PALOMINO,507
EUROPA,ITALIA,ROMA,941709,5.62,14,249,RICARDO PABLO BELMONT CASSINELLI,39
ÁNCASH,BOLOGNESI,LA PRIMAVERA,020324,5.61,11,196,RICARDO PABLO BELMONT CASSINELLI,22
AYACUCHO,LA MAR,SANTA ROSA,050408,5.61,309,5505,ROBERTO HELBERT SANCHEZ PALOMINO,1794
HUÁNUCO,MARAÑÓN,LA MORADA,090506,5.61,126,2246,ROBERTO HELBERT SANCHEZ PALOMINO,664
ÁNCASH,SANTA,MACATE,021303,5.6,108,1930,KEIKO SOFIA FUJIMORI HIGUCHI,454
AYACUCHO,LUCANAS,SAN CRISTÓBAL,050532,5.6,51,910,ROBERTO HELBERT SANCHEZ PALOMINO,351
CAJAMARCA,CELENDÍN,CHUMUCH,060303,5.6,63,1125,ROBERTO HELBERT SANCHEZ PALOMINO,600
HUÁNUCO,PACHITEA,PANAO,090701,5.6,493,8811,ROBERTO HELBERT SANCHEZ PALOMINO,3920
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,190307,5.6,247,4410,ROBERTO HELBERT SANCHEZ PALOMINO,1940
APURÍMAC,AYMARAES,LUCRE,030208,5.59,67,1198,ROBERTO HELBERT SANCHEZ PALOMINO,424
APURÍMAC,COTABAMBAS,COTABAMBAS,030503,5.59,139,2487,ROBERTO HELBERT SANCHEZ PALOMINO,702
SAN MARTÍN,PICOTA,PUCACACA,210905,5.59,146,2610,KEIKO SOFIA FUJIMORI HIGUCHI,756
AREQUIPA,CASTILLA,CHACHAS,040504,5.58,40,717,ROBERTO HELBERT SANCHEZ PALOMINO,282
AREQUIPA,CASTILLA,MACHAGUAY,040508,5.58,22,394,ROBERTO HELBERT SANCHEZ PALOMINO,81
HUÁNUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,090606,5.58,695,12449,ROBERTO HELBERT SANCHEZ PALOMINO,2198
JUNÍN,JAUJA,PACA,110320,5.57,38,682,PABLO ALFONSO LOPEZ CHAU NAVA,98
UCAYALI,PADRE ABAD,CURIMANÁ,250203,5.57,336,6029,ROBERTO HELBERT SANCHEZ PALOMINO,1607
CUSCO,LA CONVENCIÓN,VILCABAMBA,070907,5.56,263,4734,ROBERTO HELBERT SANCHEZ PALOMINO,1511
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,130201,5.56,1239,22280,KEIKO SOFIA FUJIMORI HIGUCHI,4508
LIMA,HUAROCHIRÍ,CARAMPOMA,140604,5.56,16,288,KEIKO SOFIA FUJIMORI HIGUCHI,52
LORETO,UCAYALI,PADRE MÁRQUEZ,150503,5.56,68,1224,ROBERTO HELBERT SANCHEZ PALOMINO,262
PASCO,PASCO,HUARIACA,180104,5.56,210,3775,ROBERTO HELBERT SANCHEZ PALOMINO,541
PIURA,PAITA,COLÁN,190505,5.56,564,10149,KEIKO SOFIA FUJIMORI HIGUCHI,1419
CUSCO,CUSCO,SANTIAGO,070106,5.55,3153,56843,PABLO ALFONSO LOPEZ CHAU NAVA,8052
LORETO,DATEM DEL MARAÑÓN,BARRANCA,150701,5.55,234,4217,ROBERTO HELBERT SANCHEZ PALOMINO,942
PASCO,DANIEL ALCIDES CARRIÓN,CHACAYÁN,180202,5.55,66,1189,ROBERTO HELBERT SANCHEZ PALOMINO,326
AYACUCHO,CANGALLO,PARAS,050207,5.54,132,2382,ROBERTO HELBERT SANCHEZ PALOMINO,878
ICA,PISCO,PISCO,100401,5.54,2054,37088,KEIKO SOFIA FUJIMORI HIGUCHI,6579
JUNÍN,JAUJA,MARCO,110314,5.54,58,1047,KEIKO SOFIA FUJIMORI HIGUCHI,150
LAMBAYEQUE,LAMBAYEQUE,TÚCUME,130312,5.54,871,15719,KEIKO SOFIA FUJIMORI HIGUCHI,5709
ÁNCASH,RECUAY,TICAPAMPA,021208,5.53,97,1754,PABLO ALFONSO LOPEZ CHAU NAVA,328
CUSCO,CHUMBIVILCAS,COLQUEMARCA,070703,5.53,362,6552,ROBERTO HELBERT SANCHEZ PALOMINO,2984
HUÁNUCO,HUÁNUCO,MARGOS,090104,5.53,164,2966,ROBERTO HELBERT SANCHEZ PALOMINO,1295
APURÍMAC,CHINCHEROS,ANCO HUALLO,030705,5.52,338,6120,ROBERTO HELBERT SANCHEZ PALOMINO,2638
AYACUCHO,SUCRE,QUEROBAMBA,051101,5.52,61,1106,ROBERTO HELBERT SANCHEZ PALOMINO,314
AYACUCHO,VILCAS HUAMÁN,VISCHONGO,050902,5.52,135,2446,ROBERTO HELBERT SANCHEZ PALOMINO,915
CAJAMARCA,CHOTA,CHIMBÁN,060607,5.52,39,707,ROBERTO HELBERT SANCHEZ PALOMINO,400
HUÁNUCO,HUÁNUCO,SAN FRANCISCO DE CAYRÁN,090106,5.52,230,4164,ROBERTO HELBERT SANCHEZ PALOMINO,1030
LAMBAYEQUE,LAMBAYEQUE,ÍLLIMO,130303,5.52,339,6139,KEIKO SOFIA FUJIMORI HIGUCHI,2074
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,230201,5.52,359,6504,KEIKO SOFIA FUJIMORI HIGUCHI,1917
AMÉRICA,ARGENTINA,LA PLATA,920205,5.52,171,3097,KEIKO SOFIA FUJIMORI HIGUCHI,429
ÁNCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,020302,5.51,7,127,PABLO ALFONSO LOPEZ CHAU NAVA,30
ÁNCASH,HUARI,CAJAY,020802,5.51,150,2720,ROBERTO HELBERT SANCHEZ PALOMINO,910
APURÍMAC,ANTABAMBA,OROPESA,030405,5.51,68,1235,ROBERTO HELBERT SANCHEZ PALOMINO,448
LAMBAYEQUE,CHICLAYO,OYOTÚN,130108,5.51,282,5118,KEIKO SOFIA FUJIMORI HIGUCHI,1156
LIMA,HUAROCHIRÍ,MATUCANA,140601,5.51,178,3231,KEIKO SOFIA FUJIMORI HIGUCHI,609
AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,050524,5.5,17,309,KEIKO SOFIA FUJIMORI HIGUCHI,45
CAJAMARCA,SAN MIGUEL,BOLÍVAR,061013,5.5,47,855,ROBERTO HELBERT SANCHEZ PALOMINO,269
JUNÍN,JAUJA,MUQUI,110318,5.5,38,691,KEIKO SOFIA FUJIMORI HIGUCHI,100
PASCO,PASCO,HUACHÓN,180103,5.5,120,2180,KEIKO SOFIA FUJIMORI HIGUCHI,638
ÁNCASH,HUARI,SAN MARCOS,020813,5.49,933,17000,ROBERTO HELBERT SANCHEZ PALOMINO,2557
APURÍMAC,CHINCHEROS,EL PORVENIR,030710,5.49,53,965,ROBERTO HELBERT SANCHEZ PALOMINO,434
CAJAMARCA,JAÉN,SAN FELIPE,060808,5.49,145,2639,ROBERTO HELBERT SANCHEZ PALOMINO,1088
CAJAMARCA,SAN IGNACIO,LA COIPA,061105,5.49,574,10460,ROBERTO HELBERT SANCHEZ PALOMINO,4274
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,060904,5.49,78,1421,ROBERTO HELBERT SANCHEZ PALOMINO,525
CUSCO,LA CONVENCIÓN,ECHARATE,070902,5.49,798,14540,ROBERTO HELBERT SANCHEZ PALOMINO,3759
HUANCAVELICA,ANGARAES,CHINCHO,080305,5.49,42,765,ROBERTO HELBERT SANCHEZ PALOMINO,200
SAN MARTÍN,PICOTA,TRES UNIDOS,210909,5.49,135,2459,ROBERTO HELBERT SANCHEZ PALOMINO,822
PUNO,CHUCUITO,HUACULLANI,200403,5.48,158,2885,ROBERTO HELBERT SANCHEZ PALOMINO,1018
APURÍMAC,CHINCHEROS,HUACCANA,030706,5.47,171,3126,ROBERTO HELBERT SANCHEZ PALOMINO,1311
AYACUCHO,HUANTA,IGUAIN,050304,5.47,101,1845,ROBERTO HELBERT SANCHEZ PALOMINO,433
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,060509,5.47,59,1078,ROBERTO HELBERT SANCHEZ PALOMINO,475
CAJAMARCA,JAÉN,JAÉN,060801,5.47,3323,60780,ROBERTO HELBERT SANCHEZ PALOMINO,11349
CUSCO,CALCA,TARAY,070407,5.47,179,3273,ROBERTO HELBERT SANCHEZ PALOMINO,804
HUÁNUCO,AMBO,CONCHAMARCA,090204,5.47,207,3786,ROBERTO HELBERT SANCHEZ PALOMINO,851
ÁNCASH,CORONGO,BAMBAS,020603,5.46,13,238,ROBERTO HELBERT SANCHEZ PALOMINO,82
APURÍMAC,ANDAHUAYLAS,SAN JERÓNIMO,030310,5.46,737,13496,ROBERTO HELBERT SANCHEZ PALOMINO,4841
AREQUIPA,CASTILLA,AYO,040503,5.46,13,238,JORGE NIETO MONTESINOS,36
HUANCAVELICA,ANGARAES,SANTO TOMÁS DE PATA,080310,5.46,50,915,ROBERTO HELBERT SANCHEZ PALOMINO,368
HUÁNUCO,HUAMALIES,PUNCHAO,090408,5.46,50,915,ROBERTO HELBERT SANCHEZ PALOMINO,297
HUÁNUCO,YAROWILCA,OBAS,091106,5.46,121,2215,ROBERTO HELBERT SANCHEZ PALOMINO,1009
JUNÍN,JAUJA,LLOCLLAPAMPA,110313,5.46,51,934,KEIKO SOFIA FUJIMORI HIGUCHI,152
AREQUIPA,CAMANÁ,MARISCAL CÁCERES,040304,5.45,236,4327,ROBERTO HELBERT SANCHEZ PALOMINO,744
AYACUCHO,VÍCTOR FAJARDO,ALCAMENCA,050702,5.45,56,1028,ROBERTO HELBERT SANCHEZ PALOMINO,387
LIMA,YAUYOS,COCHAS,140708,5.45,9,165,KEIKO SOFIA FUJIMORI HIGUCHI,52
PUNO,CHUCUITO,DESAGUADERO,200402,5.45,379,6959,ROBERTO HELBERT SANCHEZ PALOMINO,1634
HUÁNUCO,PUERTO INCA,HONORIA,090801,5.44,155,2850,ROBERTO HELBERT SANCHEZ PALOMINO,717
LAMBAYEQUE,CHICLAYO,PIMENTEL,130110,5.44,1200,22040,KEIKO SOFIA FUJIMORI HIGUCHI,4228
PUNO,PUNO,COATA,200105,5.44,292,5370,ROBERTO HELBERT SANCHEZ PALOMINO,1390
SAN MARTÍN,RIOJA,YORONGOS,210503,5.44,107,1966,ROBERTO HELBERT SANCHEZ PALOMINO,628
AMAZONAS,LUYA,TINGO,010421,5.43,55,1012,KEIKO SOFIA FUJIMORI HIGUCHI,233
APURÍMAC,AYMARAES,TINTAY,030213,5.43,103,1897,ROBERTO HELBERT SANCHEZ PALOMINO,601
AYACUCHO,SUCRE,BELÉN,051102,5.43,7,129,ROBERTO HELBERT SANCHEZ PALOMINO,37
HUÁNUCO,PACHITEA,UMARI,090706,5.43,332,6112,ROBERTO HELBERT SANCHEZ PALOMINO,2713
AMAZONAS,UTCUBAMBA,CUMBA,010703,5.42,252,4646,ROBERTO HELBERT SANCHEZ PALOMINO,1580
ÁNCASH,CARHUAZ,YUNGAR,020411,5.42,128,2363,KEIKO SOFIA FUJIMORI HIGUCHI,486
PASCO,PASCO,PAUCARTAMBO,180108,5.42,373,6886,ROBERTO HELBERT SANCHEZ PALOMINO,1934
ÁNCASH,HUARAZ,PIRA,020111,5.41,126,2330,ROBERTO HELBERT SANCHEZ PALOMINO,434
HUANCAVELICA,TAYACAJA,QUISHUAR,080518,5.41,21,388,ROBERTO HELBERT SANCHEZ PALOMINO,78
JUNÍN,CONCEPCIÓN,MANZANARES,110208,5.41,46,850,ROBERTO HELBERT SANCHEZ PALOMINO,151
TUMBES,ZARUMILLA,ZARUMILLA,230301,5.41,564,10434,KEIKO SOFIA FUJIMORI HIGUCHI,3868
HUÁNUCO,DOS DE MAYO,QUIVILLA,090316,5.4,31,574,ROBERTO HELBERT SANCHEZ PALOMINO,152
JUNÍN,CHUPACA,SAN JUAN DE ISCOS,110906,5.4,89,1648,PABLO ALFONSO LOPEZ CHAU NAVA,212
AMAZONAS,LUYA,LUYA VIEJO,010410,5.39,16,297,ROBERTO HELBERT SANCHEZ PALOMINO,62
ÁNCASH,RECUAY,RECUAY,021201,5.39,184,3416,PABLO ALFONSO LOPEZ CHAU NAVA,646
LAMBAYEQUE,CHICLAYO,SAÑA,130114,5.39,303,5625,KEIKO SOFIA FUJIMORI HIGUCHI,1252
UCAYALI,PURÚS,PURÚS,250401,5.39,67,1243,KEIKO SOFIA FUJIMORI HIGUCHI,454
AMAZONAS,UTCUBAMBA,EL MILAGRO,010704,5.38,194,3607,ROBERTO HELBERT SANCHEZ PALOMINO,1051
APURÍMAC,ANTABAMBA,HUAQUIRCA,030403,5.38,48,893,ROBERTO HELBERT SANCHEZ PALOMINO,429
CAJAMARCA,CHOTA,LAJAS,060609,5.38,387,7200,ROBERTO HELBERT SANCHEZ PALOMINO,3445
LORETO,MARISCAL RAMÓN CASTILLA,SAN PABLO,150604,5.38,260,4831,KEIKO SOFIA FUJIMORI HIGUCHI,940
APURÍMAC,ANDAHUAYLAS,KISHUARA,030306,5.37,241,4491,ROBERTO HELBERT SANCHEZ PALOMINO,1754
APURÍMAC,ANDAHUAYLAS,PAMPACHIRI,030308,5.37,52,969,ROBERTO HELBERT SANCHEZ PALOMINO,252
APURÍMAC,ANTABAMBA,ANTABAMBA,030401,5.37,81,1508,ROBERTO HELBERT SANCHEZ PALOMINO,560
HUÁNUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,090610,5.37,88,1640,ROBERTO HELBERT SANCHEZ PALOMINO,396
JUNÍN,CHUPACA,HUAMANCACA CHICO,110905,5.37,298,5552,KEIKO SOFIA FUJIMORI HIGUCHI,822
LIMA,CAÑETE,SAN LUIS,140413,5.37,482,8974,KEIKO SOFIA FUJIMORI HIGUCHI,2006
MOQUEGUA,MARISCAL NIETO,CARUMAS,170102,5.37,94,1751,ROBERTO HELBERT SANCHEZ PALOMINO,457
AYACUCHO,SUCRE,CHILCAYOC,051110,5.36,21,392,ROBERTO HELBERT SANCHEZ PALOMINO,121
CAJAMARCA,SAN IGNACIO,SAN JOSÉ DE LOURDES,061106,5.36,451,8422,ROBERTO HELBERT SANCHEZ PALOMINO,3368
ICA,ICA,SANTIAGO,100109,5.36,851,15883,RICARDO PABLO BELMONT CASSINELLI,2301
LIMA,BARRANCA,SUPE,140904,5.36,865,16129,KEIKO SOFIA FUJIMORI HIGUCHI,3691
PASCO,PASCO,TINYAHUARCO,180112,5.36,178,3322,RICARDO PABLO BELMONT CASSINELLI,421
APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,030506,5.35,428,8002,ROBERTO HELBERT SANCHEZ PALOMINO,2617
JUNÍN,HUANCAYO,HUAYUCACHI,110120,5.35,350,6542,KEIKO SOFIA FUJIMORI HIGUCHI,796
CAJAMARCA,SAN IGNACIO,HUARANGO,061103,5.34,542,10149,ROBERTO HELBERT SANCHEZ PALOMINO,4179
ICA,PALPA,PALPA,100501,5.34,214,4004,KEIKO SOFIA FUJIMORI HIGUCHI,822
LAMBAYEQUE,CHICLAYO,CHICLAYO,130101,5.34,10162,190396,KEIKO SOFIA FUJIMORI HIGUCHI,32041
APURÍMAC,ANDAHUAYLAS,HUANCARAY,030305,5.33,139,2608,ROBERTO HELBERT SANCHEZ PALOMINO,1089
HUÁNUCO,AMBO,COLPAS,090203,5.33,55,1031,ROBERTO HELBERT SANCHEZ PALOMINO,431
JUNÍN,CONCEPCIÓN,SANTA ROSA DE OCOPA,110214,5.33,72,1350,KEIKO SOFIA FUJIMORI HIGUCHI,275
JUNÍN,HUANCAYO,CARHUACALLANGA,110103,5.33,20,375,RICARDO PABLO BELMONT CASSINELLI,41
LIMA,HUAROCHIRÍ,SAN PEDRO DE CASTA,140605,5.33,43,807,KEIKO SOFIA FUJIMORI HIGUCHI,147
LIMA,HUAURA,SAYAN,140513,5.33,824,15446,KEIKO SOFIA FUJIMORI HIGUCHI,2283
LIMA,YAUYOS,TANTA,140724,5.33,20,375,KEIKO SOFIA FUJIMORI HIGUCHI,114
PUNO,SAN ROMÁN,CABANILLAS,200903,5.33,171,3206,RICARDO PABLO BELMONT CASSINELLI,537
AMÉRICA,ARGENTINA,BUENOS AIRES,920202,5.33,273,5122,KEIKO SOFIA FUJIMORI HIGUCHI,745
AYACUCHO,VILCAS HUAMÁN,CARHUANCA,050904,5.32,30,564,ROBERTO HELBERT SANCHEZ PALOMINO,112
ICA,ICA,SAN JOSÉ DE LOS MOLINOS,100107,5.32,264,4965,KEIKO SOFIA FUJIMORI HIGUCHI,904
JUNÍN,HUANCAYO,SAPALLANGA,110133,5.32,775,14559,ROBERTO HELBERT SANCHEZ PALOMINO,1907
PUNO,PUNO,PICHACANI,200110,5.32,221,4156,ROBERTO HELBERT SANCHEZ PALOMINO,845
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,010119,5.31,20,377,KEIKO SOFIA FUJIMORI HIGUCHI,102
